epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,126.925,0.30412,0.31342,0.80483,0.99724,1,0.995,0.99263,0.18373,0.2318,0.76058,8.05625e-05,8.05625e-05,8.05625e-05
191,128.097,0.27065,0.38153,0.78629,0.99724,1,0.995,0.99263,0.18373,0.2318,0.76058,7.4375e-05,7.4375e-05,7.4375e-05
192,128.928,0.24617,0.35478,0.7646,0.9972,1,0.995,0.99289,0.18379,0.22869,0.76016,6.81875e-05,6.81875e-05,6.81875e-05
193,129.582,0.23926,0.34127,0.77751,0.9972,1,0.995,0.99289,0.18379,0.22869,0.76016,6.2e-05,6.2e-05,6.2e-05
194,130.335,0.24561,0.33943,0.79404,0.99716,1,0.995,0.99192,0.18386,0.23085,0.76003,5.58125e-05,5.58125e-05,5.58125e-05
195,131.002,0.23888,0.32968,0.77341,0.99716,1,0.995,0.99192,0.18386,0.23085,0.76003,4.9625e-05,4.9625e-05,4.9625e-05
196,131.771,0.25894,0.34895,0.78021,0.99723,1,0.995,0.99148,0.18498,0.23001,0.76004,4.34375e-05,4.34375e-05,4.34375e-05
197,132.54,0.24592,0.3248,0.78471,0.99723,1,0.995,0.99148,0.18498,0.23001,0.76004,3.725e-05,3.725e-05,3.725e-05
198,133.317,0.26919,0.37357,0.77677,0.99733,1,0.995,0.98982,0.185,0.23208,0.7598,3.10625e-05,3.10625e-05,3.10625e-05
199,134.081,0.25947,0.34397,0.78065,0.99733,1,0.995,0.98982,0.185,0.23208,0.7598,2.4875e-05,2.4875e-05,2.4875e-05
200,134.838,0.27628,0.34277,0.771,0.99738,1,0.995,0.99029,0.18695,0.23392,0.75967,1.86875e-05,1.86875e-05,1.86875e-05
