epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
359,23002.5,0.47422,5.78941,0.29396,0.56171,1.05875,0.91026,0.93756,0.96326,0.8928,0.62464,0.62739,0.5544,0.12948,0.39838,4.62261,0.30829,0.39054,0.94879,0.00245915,0.00245915,0.00245915
360,23065.5,0.48156,5.80178,0.29306,0.57214,1.06477,0.91043,0.93745,0.9633,0.89244,0.6249,0.62638,0.55292,0.12889,0.39818,4.62154,0.3082,0.39092,0.94861,0.00243809,0.00243809,0.00243809
361,23130.7,0.47443,5.78729,0.29189,0.57192,1.06149,0.91065,0.93719,0.96328,0.89211,0.62499,0.62964,0.55623,0.12945,0.39836,4.6203,0.30815,0.39085,0.94881,0.00241702,0.00241702,0.00241702
362,23194.1,0.47379,5.78414,0.2933,0.56105,1.06172,0.91056,0.93747,0.96312,0.89215,0.62758,0.63179,0.55843,0.12956,0.39856,4.61962,0.30809,0.39084,0.949,0.00239596,0.00239596,0.00239596
363,23258.7,0.47707,5.79897,0.29196,0.57256,1.06464,0.91066,0.93773,0.9631,0.89223,0.63012,0.6324,0.56038,0.12989,0.3985,4.61857,0.30805,0.39061,0.94883,0.00237489,0.00237489,0.00237489
364,23324.7,0.4757,5.76067,0.29543,0.55662,1.05772,0.91103,0.93755,0.96322,0.89244,0.62966,0.63172,0.55993,0.12964,0.3986,4.61737,0.308,0.39045,0.9488,0.00235383,0.00235383,0.00235383
365,23390.8,0.47848,5.76049,0.29363,0.56832,1.06467,0.9114,0.93716,0.96284,0.89214,0.62876,0.63092,0.55877,0.12952,0.39849,4.61621,0.30798,0.39047,0.94872,0.00233277,0.00233277,0.00233277
366,23452.1,0.47957,5.73684,0.29276,0.55447,1.0625,0.911,0.93558,0.96297,0.89251,0.62804,0.62895,0.55797,0.12989,0.39846,4.61581,0.30797,0.39022,0.94861,0.0023117,0.0023117,0.0023117
367,23516.3,0.47294,5.79739,0.29317,0.55836,1.05878,0.91275,0.93368,0.96306,0.89155,0.62908,0.62898,0.55785,0.13017,0.39833,4.61478,0.3079,0.3902,0.94839,0.00229064,0.00229064,0.00229064
368,23579.9,0.47748,5.76066,0.29371,0.56289,1.06017,0.91137,0.93537,0.96283,0.89157,0.62629,0.62876,0.55633,0.13039,0.39825,4.6127,0.30786,0.3901,0.94831,0.00226957,0.00226957,0.00226957
369,23642.7,0.46997,5.71697,0.29143,0.56084,1.05923,0.91242,0.93305,0.96296,0.89182,0.6236,0.62541,0.5545,0.12992,0.39831,4.61116,0.30783,0.39,0.94827,0.00224851,0.00224851,0.00224851
370,23710.4,0.47064,5.76279,0.29111,0.56107,1.06056,0.91497,0.93198,0.96293,0.89156,0.62441,0.62561,0.55439,0.13038,0.39824,4.61004,0.30776,0.39001,0.94817,0.00222745,0.00222745,0.00222745
371,23772.4,0.48066,5.71431,0.29262,0.56473,1.06455,0.91564,0.93108,0.96274,0.89104,0.62376,0.62509,0.5543,0.13005,0.39829,4.60824,0.30774,0.38969,0.94824,0.00220638,0.00220638,0.00220638
372,23836.3,0.47606,5.74562,0.29156,0.56103,1.0648,0.9144,0.92983,0.96253,0.89097,0.62402,0.62378,0.55237,0.13023,0.39789,4.60675,0.30766,0.38981,0.94785,0.00218532,0.00218532,0.00218532
373,23899,0.46868,5.69371,0.2919,0.55051,1.057,0.91178,0.93424,0.96283,0.89091,0.62499,0.62405,0.55355,0.13041,0.39767,4.60475,0.30764,0.38976,0.94778,0.00216426,0.00216426,0.00216426
374,23966.7,0.46881,5.73628,0.28998,0.55365,1.05757,0.91171,0.93446,0.96283,0.89026,0.62522,0.62403,0.55325,0.13003,0.39763,4.60376,0.3076,0.38976,0.94766,0.00214319,0.00214319,0.00214319
375,24031,0.4666,5.73051,0.29173,0.53906,1.05723,0.91144,0.93517,0.96295,0.89005,0.63015,0.62369,0.55391,0.13094,0.39775,4.60328,0.30756,0.3895,0.94774,0.00212213,0.00212213,0.00212213
376,24094.4,0.47848,5.7117,0.29162,0.55521,1.06212,0.91032,0.93655,0.96287,0.89065,0.63174,0.62481,0.55683,0.13104,0.39777,4.60288,0.30754,0.38917,0.94769,0.00210106,0.00210106,0.00210106
377,24161.3,0.47312,5.69734,0.28932,0.55461,1.06326,0.91025,0.93657,0.96318,0.89016,0.63184,0.62434,0.55542,0.13123,0.39782,4.60171,0.30749,0.38894,0.9476,0.00208,0.00208,0.00208
378,24224.4,0.47233,5.70338,0.29099,0.55008,1.05948,0.91049,0.93505,0.96314,0.89013,0.63526,0.6278,0.55823,0.13124,0.39785,4.60044,0.3074,0.3888,0.94754,0.00205894,0.00205894,0.00205894
379,24287.2,0.46951,5.68424,0.28956,0.55264,1.0591,0.91098,0.9347,0.96292,0.89056,0.63677,0.62918,0.56114,0.13212,0.39795,4.5993,0.30734,0.38868,0.94756,0.00203787,0.00203787,0.00203787
380,24352.8,0.46974,5.67604,0.28879,0.55208,1.06081,0.91068,0.9341,0.96281,0.8905,0.63658,0.63008,0.56123,0.13221,0.39797,4.59841,0.30725,0.38867,0.94754,0.00201681,0.00201681,0.00201681
381,24419.3,0.46892,5.69849,0.28843,0.54378,1.05742,0.91098,0.93375,0.96295,0.8901,0.63485,0.62843,0.56097,0.13285,0.39816,4.59713,0.30718,0.38864,0.94756,0.00199574,0.00199574,0.00199574
382,24482.6,0.46828,5.69015,0.28935,0.5526,1.05941,0.91302,0.93197,0.96284,0.8898,0.63977,0.63328,0.56612,0.13393,0.39837,4.59573,0.30715,0.38876,0.94772,0.00197468,0.00197468,0.00197468
383,24551.4,0.47137,5.71457,0.29081,0.54431,1.06168,0.91425,0.93172,0.96298,0.89002,0.63791,0.63061,0.56504,0.13362,0.39834,4.595,0.30711,0.38888,0.94756,0.00195362,0.00195362,0.00195362
384,24614.3,0.47355,5.70892,0.29075,0.54963,1.05696,0.91489,0.93097,0.96302,0.8899,0.63579,0.62893,0.56104,0.13361,0.39847,4.59392,0.30708,0.3887,0.94759,0.00193255,0.00193255,0.00193255
385,24682,0.46573,5.66472,0.28953,0.543,1.05574,0.91082,0.93303,0.96286,0.89045,0.63565,0.62856,0.56208,0.13383,0.39827,4.59301,0.30709,0.38853,0.94742,0.00191149,0.00191149,0.00191149
386,24745.7,0.46941,5.60753,0.28825,0.54639,1.05711,0.91168,0.93321,0.96298,0.89027,0.63798,0.63025,0.56484,0.13434,0.39851,4.59197,0.30705,0.38867,0.94749,0.00189043,0.00189043,0.00189043
387,24809.7,0.46214,5.65241,0.28934,0.54095,1.05569,0.91077,0.93336,0.96296,0.8907,0.63742,0.63087,0.56475,0.13411,0.39857,4.59075,0.30698,0.38842,0.94745,0.00186936,0.00186936,0.00186936
388,24871.9,0.46435,5.60816,0.29008,0.5457,1.05189,0.91396,0.93346,0.96309,0.89229,0.63834,0.63124,0.56517,0.13448,0.39887,4.58933,0.30695,0.38828,0.94747,0.0018483,0.0018483,0.0018483
389,24936,0.46601,5.64415,0.28876,0.54707,1.05743,0.9135,0.93313,0.96302,0.89247,0.63903,0.63246,0.56838,0.13517,0.39878,4.58857,0.30691,0.38833,0.94742,0.00182723,0.00182723,0.00182723
390,24999.2,0.46552,5.65296,0.2888,0.54741,1.05703,0.91333,0.93402,0.96291,0.89203,0.63825,0.63205,0.5659,0.13484,0.39908,4.58754,0.30686,0.3884,0.94754,0.00180617,0.00180617,0.00180617
391,25064.3,0.46719,5.67096,0.28727,0.54322,1.05742,0.91329,0.93407,0.96297,0.89197,0.63671,0.63051,0.56523,0.13439,0.39927,4.58597,0.30684,0.38828,0.94771,0.00178511,0.00178511,0.00178511
392,25128.3,0.46707,5.63279,0.28964,0.53836,1.05585,0.91353,0.934,0.96274,0.8917,0.63872,0.63256,0.5684,0.13485,0.39919,4.5845,0.30682,0.38828,0.94766,0.00176404,0.00176404,0.00176404
393,25190.7,0.46689,5.62244,0.28744,0.54083,1.05759,0.91348,0.93431,0.96282,0.8916,0.64305,0.63628,0.57327,0.13607,0.39949,4.58349,0.30675,0.3884,0.9479,0.00174298,0.00174298,0.00174298
394,25256.9,0.46711,5.62626,0.2875,0.54063,1.05402,0.91348,0.93426,0.96269,0.8918,0.64422,0.63723,0.57398,0.1359,0.39958,4.58189,0.30675,0.38841,0.94794,0.00172191,0.00172191,0.00172191
395,25318.8,0.4676,5.66579,0.28579,0.54205,1.05917,0.91672,0.93261,0.96285,0.89213,0.64104,0.63407,0.56997,0.13544,0.40011,4.58075,0.30676,0.38844,0.94834,0.00170085,0.00170085,0.00170085
396,25384.4,0.47179,5.62086,0.28706,0.55287,1.06006,0.91676,0.9326,0.96282,0.89274,0.64473,0.63785,0.57384,0.13554,0.40044,4.57946,0.30673,0.38842,0.94858,0.00167979,0.00167979,0.00167979
397,25450.6,0.46398,5.61784,0.28555,0.53757,1.05549,0.91672,0.93268,0.96275,0.89225,0.648,0.63713,0.57442,0.13599,0.40061,4.57843,0.3067,0.38841,0.94885,0.00165872,0.00165872,0.00165872
398,25512.9,0.45837,5.5759,0.28527,0.53344,1.05339,0.9169,0.93293,0.96276,0.89284,0.64831,0.63711,0.57536,0.13582,0.40069,4.5767,0.30667,0.38789,0.94884,0.00163766,0.00163766,0.00163766
399,25576.1,0.46102,5.61347,0.28561,0.54545,1.05355,0.91695,0.93289,0.96309,0.89284,0.64898,0.63853,0.57592,0.13611,0.40074,4.57587,0.30663,0.38781,0.94883,0.0016166,0.0016166,0.0016166
400,25643.1,0.4646,5.59201,0.28663,0.54045,1.05636,0.91743,0.93389,0.96284,0.89257,0.65002,0.63864,0.57658,0.13651,0.40063,4.57426,0.30663,0.38753,0.94883,0.00159553,0.00159553,0.00159553
401,25705.5,0.45952,5.59422,0.28713,0.53013,1.04777,0.91727,0.93421,0.96311,0.89248,0.65249,0.64154,0.58041,0.13736,0.40053,4.57364,0.30652,0.38721,0.94884,0.00157447,0.00157447,0.00157447
402,25771.5,0.45469,5.56165,0.28737,0.52234,1.04814,0.91711,0.93446,0.96303,0.8921,0.64809,0.63785,0.57578,0.13699,0.40069,4.57245,0.30646,0.38697,0.94888,0.0015534,0.0015534,0.0015534
403,25834.8,0.46013,5.57253,0.28726,0.52901,1.05082,0.91705,0.93451,0.96314,0.89197,0.64824,0.63757,0.57588,0.13687,0.4007,4.57108,0.30643,0.38703,0.94887,0.00153234,0.00153234,0.00153234
404,25897.2,0.45602,5.54675,0.28793,0.53455,1.05142,0.91707,0.93462,0.96313,0.89192,0.64768,0.63722,0.57613,0.1373,0.40045,4.56913,0.30633,0.38681,0.94872,0.00151128,0.00151128,0.00151128
405,25959.7,0.45523,5.55766,0.28539,0.53466,1.04987,0.91535,0.93499,0.96228,0.89112,0.6518,0.64164,0.58044,0.13743,0.4004,4.56819,0.30624,0.38677,0.94857,0.00149021,0.00149021,0.00149021
406,26023.5,0.46012,5.56507,0.28688,0.5257,1.04962,0.91585,0.93448,0.96225,0.89151,0.65425,0.64416,0.58431,0.13812,0.40039,4.56702,0.30614,0.38655,0.94862,0.00146915,0.00146915,0.00146915
407,26090.6,0.45417,5.56006,0.28622,0.52825,1.05065,0.91634,0.93522,0.96312,0.8923,0.65358,0.64149,0.58115,0.13748,0.40033,4.5657,0.30604,0.38625,0.94858,0.00144809,0.00144809,0.00144809
408,26153.1,0.45612,5.58683,0.28254,0.52999,1.05164,0.91586,0.93545,0.96251,0.89065,0.65153,0.63998,0.57959,0.13775,0.40025,4.56465,0.30593,0.3861,0.94848,0.00142702,0.00142702,0.00142702
409,26219,0.45216,5.48948,0.28474,0.52679,1.05102,0.91457,0.93574,0.96245,0.89171,0.65247,0.64212,0.5827,0.13804,0.40019,4.56357,0.30586,0.38612,0.94836,0.00140596,0.00140596,0.00140596
410,26282.9,0.45996,5.51104,0.28436,0.52953,1.05494,0.91407,0.93615,0.96252,0.89123,0.65314,0.6428,0.58374,0.13782,0.40023,4.56263,0.30574,0.38623,0.94832,0.00138489,0.00138489,0.00138489
411,26345.4,0.45792,5.5075,0.28515,0.52409,1.05103,0.91488,0.9364,0.96245,0.89125,0.65162,0.64279,0.58276,0.13791,0.40014,4.56172,0.30572,0.38615,0.94831,0.00136383,0.00136383,0.00136383
412,26408.9,0.45644,5.55634,0.28677,0.51863,1.05001,0.91474,0.93623,0.96255,0.89221,0.65457,0.64543,0.58803,0.13855,0.40012,4.56076,0.30567,0.38636,0.94834,0.00134277,0.00134277,0.00134277
413,26472.3,0.46014,5.47663,0.28262,0.52618,1.05197,0.91433,0.93655,0.9625,0.8916,0.65222,0.6432,0.58367,0.13818,0.4001,4.55981,0.30561,0.38667,0.94828,0.0013217,0.0013217,0.0013217
414,26536.7,0.45013,5.49545,0.28426,0.51556,1.04685,0.91443,0.93657,0.96244,0.89125,0.65313,0.64379,0.58473,0.13826,0.40013,4.55868,0.30555,0.38677,0.94827,0.00130064,0.00130064,0.00130064
415,26599.2,0.44955,5.50575,0.28599,0.51208,1.04303,0.91431,0.93673,0.96242,0.89158,0.6543,0.64463,0.5868,0.13844,0.39988,4.55753,0.3055,0.38665,0.94811,0.00127957,0.00127957,0.00127957
416,26665.2,0.45318,5.51256,0.28316,0.52035,1.04837,0.91439,0.93673,0.96233,0.89095,0.656,0.64736,0.58844,0.13841,0.39986,4.55625,0.30544,0.38689,0.94802,0.00125851,0.00125851,0.00125851
417,26728.8,0.45595,5.55077,0.28406,0.52861,1.04943,0.91444,0.93681,0.96234,0.89097,0.66132,0.6413,0.5875,0.1387,0.3998,4.55485,0.30538,0.38709,0.94796,0.00123745,0.00123745,0.00123745
418,26795.2,0.45624,5.49525,0.28428,0.51907,1.05357,0.91455,0.93664,0.96233,0.89139,0.66083,0.64176,0.58866,0.13879,0.39971,4.55403,0.30528,0.38721,0.94786,0.00121638,0.00121638,0.00121638
419,26862,0.45484,5.54618,0.28194,0.52973,1.04885,0.91452,0.93685,0.96258,0.89143,0.65803,0.63977,0.58617,0.13882,0.39963,4.55303,0.30519,0.38727,0.94778,0.00119532,0.00119532,0.00119532
420,26925.6,0.45965,5.50247,0.28249,0.51998,1.05391,0.91453,0.93676,0.96239,0.89099,0.65993,0.64378,0.5888,0.13906,0.39946,4.55202,0.30513,0.38734,0.9476,0.00117426,0.00117426,0.00117426
421,26989.1,0.4465,5.48608,0.28238,0.50645,1.04167,0.91453,0.93681,0.96245,0.89095,0.65777,0.64241,0.58759,0.13913,0.39982,4.55161,0.30515,0.38702,0.94777,0.00115319,0.00115319,0.00115319
422,27051.9,0.45638,5.48403,0.28383,0.51896,1.05019,0.91426,0.93685,0.96241,0.89101,0.65727,0.64466,0.58821,0.13893,0.39936,4.55061,0.30506,0.38691,0.94756,0.00113213,0.00113213,0.00113213
423,27117,0.44896,5.48126,0.28307,0.50855,1.04713,0.91579,0.93642,0.96248,0.89143,0.65313,0.63988,0.58139,0.13832,0.39957,4.54959,0.30498,0.38695,0.94764,0.00111106,0.00111106,0.00111106
424,27181.8,0.4537,5.45636,0.28076,0.51551,1.05114,0.91474,0.93665,0.96247,0.89106,0.65798,0.64444,0.58716,0.13874,0.39949,4.54852,0.30488,0.38676,0.9475,0.00109,0.00109,0.00109
425,27244.9,0.44724,5.45559,0.28174,0.50978,1.04388,0.91485,0.93652,0.96249,0.89169,0.65796,0.64423,0.58725,0.13841,0.39899,4.54766,0.30474,0.38658,0.94709,0.00106894,0.00106894,0.00106894
426,27309.4,0.44764,5.45727,0.28169,0.51624,1.04677,0.91483,0.93664,0.96251,0.8919,0.65228,0.6462,0.58769,0.13907,0.39817,4.54637,0.30468,0.38655,0.94658,0.00104787,0.00104787,0.00104787
427,27373,0.44663,5.47869,0.2813,0.51793,1.04288,0.91544,0.93652,0.96288,0.89209,0.65767,0.64305,0.58633,0.13893,0.39735,4.5449,0.30454,0.38627,0.9459,0.00102681,0.00102681,0.00102681
428,27438.4,0.45016,5.45861,0.28252,0.5136,1.04484,0.91572,0.93635,0.96282,0.89147,0.65454,0.64805,0.59166,0.13985,0.39722,4.54417,0.30442,0.38633,0.94586,0.00100574,0.00100574,0.00100574
429,27501.5,0.45472,5.43974,0.28081,0.51275,1.05048,0.91612,0.93529,0.96269,0.89112,0.65279,0.64531,0.58879,0.13938,0.39732,4.54294,0.30431,0.38633,0.94574,0.000984681,0.000984681,0.000984681
430,27566.7,0.45768,5.46885,0.28038,0.51503,1.05464,0.91605,0.93529,0.96266,0.89098,0.65785,0.64986,0.59248,0.14005,0.39706,4.54226,0.30422,0.38641,0.94562,0.000963617,0.000963617,0.000963617
431,27631.9,0.44778,5.45181,0.28028,0.50883,1.0458,0.9166,0.93502,0.96262,0.89093,0.6586,0.64562,0.58945,0.13965,0.39693,4.54078,0.30407,0.38634,0.94549,0.000942553,0.000942553,0.000942553
432,27694.7,0.44947,5.49206,0.27865,0.51545,1.04916,0.9167,0.93502,0.9626,0.89067,0.65766,0.64321,0.5878,0.13947,0.3968,4.53958,0.30394,0.38641,0.94537,0.000921489,0.000921489,0.000921489
433,27757.9,0.44262,5.44181,0.28039,0.50463,1.04293,0.91757,0.93431,0.96251,0.8904,0.6598,0.64546,0.58968,0.1401,0.39683,4.53867,0.30391,0.38618,0.9453,0.000900426,0.000900426,0.000900426
434,27822.9,0.44697,5.42596,0.28101,0.50694,1.04533,0.91751,0.93426,0.96273,0.89051,0.65948,0.64643,0.58971,0.14023,0.39668,4.53764,0.30384,0.38587,0.94518,0.000879362,0.000879362,0.000879362
435,27887.8,0.44449,5.40788,0.27944,0.51322,1.04064,0.91803,0.93405,0.96258,0.89074,0.65956,0.64637,0.58994,0.14058,0.39662,4.53737,0.30378,0.38586,0.94506,0.000858298,0.000858298,0.000858298
436,27955.4,0.44682,5.39418,0.28196,0.50388,1.04583,0.91796,0.93402,0.96259,0.89067,0.66063,0.64745,0.59128,0.14075,0.3966,4.53544,0.3037,0.38594,0.94506,0.000837234,0.000837234,0.000837234
437,28017.9,0.43962,5.39173,0.27956,0.5,1.04267,0.91809,0.934,0.9627,0.89069,0.66093,0.64735,0.59099,0.14042,0.39647,4.53463,0.3036,0.38582,0.94492,0.00081617,0.00081617,0.00081617
438,28080.1,0.43937,5.38521,0.28019,0.50683,1.04225,0.91823,0.93322,0.96257,0.89019,0.66146,0.64845,0.59326,0.14171,0.39651,4.53409,0.30355,0.38592,0.94493,0.000795106,0.000795106,0.000795106
439,28145.8,0.43974,5.41529,0.27884,0.51254,1.04016,0.91822,0.93315,0.96259,0.89025,0.66034,0.64738,0.59155,0.14093,0.39628,4.53315,0.30343,0.38596,0.94487,0.000774043,0.000774043,0.000774043
440,28208.2,0.43608,5.36486,0.27954,0.49684,1.03649,0.91857,0.93292,0.96282,0.89048,0.65696,0.65102,0.59364,0.14149,0.39628,4.53227,0.30332,0.38611,0.94485,0.000752979,0.000752979,0.000752979
441,28272.1,0.44075,5.3733,0.27979,0.49347,1.03953,0.91819,0.93126,0.96242,0.89019,0.66023,0.6474,0.59161,0.14086,0.39622,4.53103,0.30317,0.38583,0.94469,0.000731915,0.000731915,0.000731915
442,28336.8,0.44352,5.39564,0.28024,0.49806,1.04028,0.91849,0.93109,0.9624,0.88981,0.66016,0.64766,0.59348,0.14141,0.39619,4.5303,0.30308,0.38581,0.9447,0.000710851,0.000710851,0.000710851
443,28399.8,0.43308,5.36139,0.27853,0.49226,1.03506,0.91848,0.93097,0.96235,0.89011,0.6593,0.64639,0.59156,0.14092,0.39622,4.52951,0.30301,0.38569,0.94475,0.000689787,0.000689787,0.000689787
444,28464.5,0.44199,5.40619,0.27998,0.49524,1.04229,0.91858,0.93096,0.96238,0.89043,0.66034,0.64713,0.59386,0.14143,0.39605,4.52837,0.30291,0.38583,0.9446,0.000668723,0.000668723,0.000668723
445,28527.7,0.43965,5.38369,0.27955,0.49536,1.04242,0.91853,0.93081,0.96245,0.89042,0.65929,0.64617,0.592,0.14073,0.39595,4.52721,0.30283,0.38586,0.94457,0.00064766,0.00064766,0.00064766
446,28590.3,0.44131,5.3714,0.27816,0.49499,1.04188,0.91841,0.93073,0.9622,0.89037,0.67352,0.63479,0.59461,0.14127,0.39588,4.52634,0.30278,0.38585,0.9446,0.000626596,0.000626596,0.000626596
447,28654.9,0.43425,5.35741,0.27832,0.4939,1.03567,0.91852,0.93038,0.96223,0.88976,0.67361,0.63427,0.59319,0.14138,0.39585,4.52526,0.30272,0.38581,0.94454,0.000605532,0.000605532,0.000605532
448,28718.7,0.43711,5.35639,0.2769,0.49466,1.04109,0.91831,0.93027,0.96217,0.88946,0.6744,0.63429,0.59419,0.14204,0.39573,4.52384,0.30262,0.38601,0.94445,0.000584468,0.000584468,0.000584468
449,28782.2,0.4423,5.34905,0.27672,0.50108,1.04552,0.91821,0.9302,0.96212,0.88946,0.67404,0.63423,0.59272,0.14162,0.39563,4.52326,0.30253,0.38598,0.94433,0.000563404,0.000563404,0.000563404
450,28844.9,0.44652,5.32908,0.27813,0.50401,1.04605,0.9182,0.93011,0.96211,0.89008,0.67739,0.63696,0.59717,0.14274,0.39544,4.52198,0.30245,0.38586,0.94412,0.00054234,0.00054234,0.00054234
451,28911.1,0.43474,5.33319,0.27652,0.4904,1.04083,0.91847,0.92989,0.96211,0.8899,0.67168,0.63672,0.59337,0.14227,0.39547,4.52135,0.3024,0.38569,0.94418,0.000521277,0.000521277,0.000521277
452,28976.4,0.43406,5.31824,0.27817,0.48713,1.03628,0.91878,0.92947,0.9621,0.89082,0.67485,0.63921,0.59934,0.14269,0.39535,4.52058,0.30233,0.3858,0.94416,0.000500213,0.000500213,0.000500213
453,29039.5,0.43489,5.2969,0.27858,0.49207,1.03958,0.91888,0.92922,0.96191,0.88994,0.67096,0.64902,0.60176,0.14291,0.39528,4.51948,0.30223,0.38572,0.94411,0.000479149,0.000479149,0.000479149
454,29103.8,0.43838,5.36274,0.27527,0.49983,1.04054,0.91897,0.92885,0.96186,0.88969,0.67093,0.64891,0.60168,0.14262,0.39529,4.5188,0.30212,0.3857,0.94417,0.000458085,0.000458085,0.000458085
455,29166.9,0.43871,5.34927,0.27684,0.49099,1.04118,0.91897,0.92871,0.9618,0.88951,0.6639,0.64658,0.5955,0.14248,0.39522,4.51736,0.302,0.38602,0.94412,0.000437021,0.000437021,0.000437021
456,29230.6,0.43228,5.32306,0.27746,0.49295,1.03641,0.91936,0.92836,0.9618,0.8895,0.66643,0.64459,0.59538,0.14082,0.39518,4.51668,0.30194,0.38578,0.94404,0.000415957,0.000415957,0.000415957
457,29293.9,0.43051,5.29722,0.2762,0.48628,1.0359,0.91943,0.92814,0.96188,0.88964,0.66303,0.65125,0.59723,0.14143,0.3953,4.51623,0.30181,0.38577,0.94416,0.000394894,0.000394894,0.000394894
458,29357.4,0.42886,5.30205,0.27669,0.48472,1.03573,0.91958,0.92774,0.96177,0.88971,0.66272,0.65078,0.59684,0.14132,0.39512,4.51581,0.30178,0.38562,0.94405,0.00037383,0.00037383,0.00037383
459,29419.9,0.4321,5.30806,0.27925,0.48277,1.03837,0.91914,0.92819,0.96176,0.8896,0.66218,0.64684,0.59407,0.14037,0.39518,4.51519,0.30173,0.38564,0.94413,0.000352766,0.000352766,0.000352766
460,29484.6,0.43634,5.30621,0.2743,0.49006,1.04116,0.91733,0.92906,0.96164,0.88943,0.66108,0.64561,0.59444,0.14021,0.39558,4.51512,0.30164,0.3854,0.94418,0.000331702,0.000331702,0.000331702
461,29547.6,0.30408,3.98702,0.29552,0.26416,0.94889,0.91745,0.9288,0.96139,0.88981,0.66029,0.645,0.593,0.14042,0.39512,4.51435,0.30152,0.38556,0.94393,0.000310638,0.000310638,0.000310638
462,29610.6,0.28968,3.90309,0.2913,0.24339,0.93912,0.9172,0.92885,0.96153,0.8909,0.65962,0.64444,0.59278,0.14052,0.39506,4.51308,0.3013,0.38541,0.94389,0.000289574,0.000289574,0.000289574
463,29673.5,0.2861,3.89129,0.29154,0.23828,0.93657,0.91485,0.929,0.96166,0.89046,0.66858,0.63602,0.59463,0.14063,0.39436,4.51246,0.30116,0.38545,0.94355,0.000268511,0.000268511,0.000268511
464,29737.4,0.28499,3.87366,0.29133,0.23538,0.93158,0.91484,0.92877,0.96162,0.89025,0.65629,0.64273,0.58947,0.14026,0.39425,4.51163,0.30097,0.38543,0.94338,0.000247447,0.000247447,0.000247447
465,29802.2,0.2817,3.8564,0.28916,0.23094,0.92956,0.91482,0.92853,0.96162,0.8912,0.66595,0.64398,0.59321,0.14052,0.39419,4.51058,0.30081,0.38541,0.94324,0.000226383,0.000226383,0.000226383
466,29870.6,0.27982,3.84293,0.28944,0.23111,0.92546,0.91713,0.92851,0.96164,0.89017,0.6565,0.64258,0.58932,0.14048,0.39411,4.51015,0.30059,0.38527,0.94313,0.000205319,0.000205319,0.000205319
467,29933.6,0.27757,3.83639,0.28983,0.22822,0.93008,0.91704,0.92845,0.96147,0.89053,0.65557,0.64144,0.58664,0.13946,0.394,4.50945,0.30045,0.38484,0.94306,0.000184255,0.000184255,0.000184255
468,29999.8,0.27611,3.81372,0.28808,0.22611,0.9273,0.91664,0.92822,0.96133,0.89109,0.65582,0.64156,0.58631,0.14012,0.39391,4.50859,0.30029,0.38474,0.94293,0.000163191,0.000163191,0.000163191
469,30066.1,0.28036,3.80367,0.28847,0.22656,0.92454,0.91645,0.92798,0.96137,0.8909,0.66695,0.63602,0.58692,0.13972,0.39376,4.50745,0.30016,0.38452,0.94286,0.000142128,0.000142128,0.000142128
470,30131.1,0.27723,3.81066,0.2883,0.22464,0.92813,0.91631,0.92769,0.96135,0.89132,0.66769,0.6367,0.58739,0.14039,0.39374,4.5065,0.30001,0.38429,0.94281,0.000121064,0.000121064,0.000121064
