epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
119,7566.2,0.58192,6.84744,0.33461,0.80544,1.12902,0.89431,0.92088,0.95507,0.86837,0.57495,0.49181,0.44006,0.09107,0.43122,5.03562,0.32872,0.43585,0.98428,0.00751447,0.00751447,0.00751447
120,7630.43,0.58459,6.85953,0.33661,0.79994,1.13704,0.88719,0.92425,0.95409,0.86867,0.57875,0.4931,0.44086,0.09133,0.42992,5.0329,0.32848,0.43457,0.98372,0.0074934,0.0074934,0.0074934
121,7691.38,0.58628,6.83822,0.33473,0.79817,1.13127,0.9049,0.90938,0.95522,0.8716,0.58359,0.50243,0.44636,0.0938,0.42731,5.02906,0.32812,0.43352,0.98101,0.00747234,0.00747234,0.00747234
122,7757.42,0.58125,6.84742,0.33362,0.79444,1.12754,0.89872,0.91686,0.95639,0.87267,0.57443,0.50304,0.44515,0.09406,0.42534,5.02435,0.32776,0.43342,0.97967,0.00745128,0.00745128,0.00745128
123,7821.22,0.58143,6.83631,0.33421,0.80603,1.12983,0.90133,0.91098,0.95606,0.87343,0.57809,0.50762,0.45259,0.09442,0.4248,5.02137,0.32737,0.43269,0.97969,0.00743021,0.00743021,0.00743021
124,7885.18,0.57769,6.79957,0.33406,0.78838,1.1227,0.90328,0.90676,0.95628,0.87312,0.57685,0.50976,0.44562,0.09384,0.4242,5.01621,0.3267,0.43143,0.97876,0.00740915,0.00740915,0.00740915
125,7947.76,0.57653,6.84934,0.33327,0.79934,1.12568,0.89598,0.91524,0.95636,0.87353,0.58681,0.52325,0.46434,0.09637,0.42477,5.01046,0.32667,0.4319,0.98061,0.00738809,0.00738809,0.00738809
126,8012.58,0.57576,6.75536,0.33366,0.78622,1.12186,0.89787,0.91746,0.95675,0.87321,0.57982,0.51918,0.45311,0.09561,0.42289,5.00474,0.3263,0.43149,0.97775,0.00736702,0.00736702,0.00736702
127,8076.85,0.57923,6.82316,0.33296,0.79144,1.12638,0.89701,0.91964,0.95656,0.87335,0.57888,0.52076,0.45605,0.09765,0.42255,5.00109,0.32601,0.4307,0.97665,0.00734596,0.00734596,0.00734596
128,8138.26,0.57826,6.77989,0.33433,0.78557,1.12964,0.90206,0.91916,0.9569,0.87467,0.58111,0.51741,0.45718,0.09678,0.4224,4.99512,0.32593,0.42968,0.9762,0.00732489,0.00732489,0.00732489
129,8203.76,0.57079,6.75442,0.33228,0.79335,1.11884,0.90254,0.92069,0.95737,0.87429,0.58085,0.5156,0.45796,0.09733,0.42176,4.99107,0.32589,0.42808,0.97564,0.00730383,0.00730383,0.00730383
130,8266.53,0.58047,6.79993,0.33351,0.77606,1.12648,0.89858,0.9215,0.95716,0.87327,0.57867,0.51421,0.45874,0.09913,0.42205,4.98697,0.32606,0.42835,0.97591,0.00728277,0.00728277,0.00728277
131,8331.33,0.57223,6.80052,0.33092,0.78127,1.12239,0.8965,0.92258,0.95752,0.87434,0.57657,0.5102,0.45842,0.09985,0.42112,4.98342,0.32605,0.4284,0.97493,0.0072617,0.0072617,0.0072617
132,8394.22,0.57757,6.83007,0.33373,0.79586,1.12825,0.90507,0.92472,0.95934,0.87616,0.57162,0.52465,0.46297,0.09907,0.42194,4.97799,0.32602,0.42691,0.97468,0.00724064,0.00724064,0.00724064
133,8458.92,0.56772,6.70483,0.33057,0.7695,1.12004,0.90212,0.92574,0.95922,0.87591,0.58242,0.52421,0.46831,0.10022,0.42168,4.97254,0.32626,0.42654,0.97389,0.00721957,0.00721957,0.00721957
134,8522.81,0.5743,6.78176,0.33379,0.77945,1.12167,0.90784,0.91964,0.95909,0.8765,0.57692,0.53217,0.46623,0.09965,0.42318,4.96861,0.3261,0.42639,0.97498,0.00719851,0.00719851,0.00719851
135,8587.6,0.57043,6.72395,0.33155,0.76305,1.11912,0.90045,0.92824,0.95926,0.87637,0.57386,0.53223,0.4662,0.09974,0.4234,4.96313,0.32593,0.42605,0.97428,0.00717745,0.00717745,0.00717745
136,8649.07,0.5708,6.78051,0.33039,0.78116,1.1216,0.90071,0.92888,0.95901,0.87606,0.57232,0.53487,0.46302,0.09992,0.42308,4.95898,0.32598,0.42423,0.97393,0.00715638,0.00715638,0.00715638
137,8712.14,0.57237,6.73706,0.33172,0.78215,1.12168,0.90455,0.92736,0.9585,0.87536,0.57318,0.54074,0.46752,0.10002,0.42322,4.95882,0.32607,0.42406,0.9746,0.00713532,0.00713532,0.00713532
138,8777.3,0.57235,6.72559,0.32986,0.77523,1.12433,0.90433,0.93086,0.95836,0.87629,0.5792,0.54137,0.46854,0.09875,0.4232,4.95488,0.32586,0.42318,0.97514,0.00711426,0.00711426,0.00711426
139,8841.32,0.576,6.71158,0.33013,0.77857,1.12512,0.90101,0.93055,0.95892,0.87667,0.57892,0.53864,0.46594,0.09935,0.42346,4.95165,0.32568,0.42311,0.97559,0.00709319,0.00709319,0.00709319
140,8909.22,0.57532,6.74795,0.33027,0.78336,1.12634,0.89801,0.9353,0.95819,0.87562,0.58166,0.54373,0.47069,0.09992,0.42286,4.94701,0.32555,0.42238,0.97531,0.00707213,0.00707213,0.00707213
141,8973.28,0.56971,6.71165,0.33135,0.77414,1.12186,0.89884,0.93428,0.95856,0.87824,0.5804,0.54522,0.4804,0.10111,0.4229,4.94475,0.32533,0.4221,0.97498,0.00705106,0.00705106,0.00705106
142,9036.87,0.56982,6.6954,0.32989,0.76382,1.11658,0.90085,0.93405,0.95896,0.87916,0.58214,0.54801,0.48202,0.10088,0.42366,4.93994,0.32502,0.42166,0.97584,0.00703,0.00703,0.00703
143,9101.16,0.57894,6.70618,0.32765,0.77145,1.12689,0.89901,0.93412,0.95925,0.87962,0.57966,0.54653,0.48075,0.10054,0.42318,4.93434,0.32475,0.42091,0.97506,0.00700894,0.00700894,0.00700894
144,9166.33,0.57142,6.71971,0.32877,0.76264,1.12444,0.89976,0.93528,0.95994,0.88123,0.58496,0.54962,0.48305,0.10127,0.42247,4.9323,0.32457,0.41891,0.97388,0.00698787,0.00698787,0.00698787
145,9228.14,0.57189,6.69465,0.33064,0.76221,1.12219,0.90117,0.93333,0.95927,0.88074,0.59169,0.5529,0.48849,0.10297,0.42222,4.93024,0.32466,0.41878,0.97367,0.00696681,0.00696681,0.00696681
146,9293.85,0.56986,6.68737,0.32592,0.76276,1.12258,0.89852,0.9346,0.95953,0.88107,0.59126,0.5516,0.48756,0.10158,0.42201,4.92664,0.32459,0.41813,0.97326,0.00694574,0.00694574,0.00694574
147,9356.93,0.56571,6.67694,0.32884,0.75306,1.11973,0.90026,0.93506,0.9591,0.88059,0.59458,0.55337,0.49152,0.10285,0.42219,4.92447,0.32428,0.41734,0.9741,0.00692468,0.00692468,0.00692468
148,9420.79,0.56953,6.6491,0.32786,0.75317,1.12259,0.90071,0.93634,0.9594,0.88069,0.59043,0.54826,0.48876,0.10257,0.42265,4.92375,0.32406,0.41744,0.9747,0.00690362,0.00690362,0.00690362
149,9486.8,0.57094,6.67691,0.3292,0.76373,1.12133,0.89719,0.93563,0.95919,0.87946,0.5953,0.55416,0.49686,0.10427,0.42136,4.92144,0.32381,0.41763,0.97344,0.00688255,0.00688255,0.00688255
150,9550.9,0.56988,6.67901,0.32606,0.76009,1.12059,0.90114,0.9332,0.95902,0.88036,0.58572,0.55859,0.49494,0.1022,0.42094,4.92149,0.32356,0.41819,0.97349,0.00686149,0.00686149,0.00686149
151,9615.94,0.56876,6.67516,0.32959,0.7511,1.12096,0.90146,0.93291,0.95886,0.87979,0.58518,0.55808,0.4928,0.10289,0.4207,4.91778,0.32355,0.41739,0.97347,0.00684043,0.00684043,0.00684043
152,9678.56,0.56405,6.64992,0.32719,0.75894,1.11444,0.90171,0.93254,0.95863,0.88013,0.58593,0.55907,0.49243,0.1032,0.42008,4.91449,0.32331,0.41709,0.97277,0.00681936,0.00681936,0.00681936
153,9739.39,0.56399,6.66038,0.32579,0.76277,1.12376,0.90177,0.93277,0.95901,0.88046,0.58634,0.55506,0.48985,0.10461,0.41941,4.91009,0.32326,0.41511,0.97221,0.0067983,0.0067983,0.0067983
154,9802.54,0.56735,6.62892,0.32722,0.74968,1.11603,0.90244,0.93303,0.95923,0.88076,0.58708,0.55638,0.49223,0.10514,0.4186,4.9071,0.32311,0.41431,0.97109,0.00677723,0.00677723,0.00677723
155,9866.64,0.57078,6.67923,0.32542,0.75551,1.12126,0.901,0.93496,0.9587,0.88048,0.58775,0.5588,0.4961,0.10542,0.41828,4.90521,0.32303,0.41418,0.9708,0.00675617,0.00675617,0.00675617
156,9931.44,0.56043,6.61252,0.32632,0.74402,1.11447,0.9013,0.93506,0.95914,0.88037,0.59119,0.55989,0.49905,0.10596,0.41776,4.90136,0.32295,0.41446,0.97026,0.00673511,0.00673511,0.00673511
157,9995.06,0.55853,6.65531,0.32881,0.74977,1.11317,0.90067,0.93498,0.95926,0.88089,0.5913,0.56239,0.49972,0.10663,0.41721,4.9001,0.32283,0.41398,0.96969,0.00671404,0.00671404,0.00671404
158,10063,0.55924,6.6364,0.32649,0.74038,1.11601,0.89933,0.93889,0.96097,0.88143,0.59269,0.56316,0.50421,0.10681,0.41623,4.89703,0.32265,0.41367,0.96884,0.00669298,0.00669298,0.00669298
159,10127.6,0.56475,6.65709,0.3238,0.76266,1.11801,0.8979,0.93804,0.96054,0.88067,0.58651,0.56186,0.49726,0.10724,0.4159,4.89538,0.32248,0.41362,0.96843,0.00667191,0.00667191,0.00667191
160,10190.1,0.56458,6.6408,0.32669,0.75119,1.117,0.89685,0.9387,0.95997,0.88131,0.57746,0.57011,0.49734,0.10742,0.41557,4.89215,0.3224,0.41355,0.96811,0.00665085,0.00665085,0.00665085
161,10254.5,0.56015,6.63587,0.32426,0.75663,1.1149,0.89556,0.93872,0.95999,0.88227,0.57428,0.56877,0.49441,0.10687,0.41563,4.88986,0.32234,0.41359,0.96822,0.00662979,0.00662979,0.00662979
162,10322.1,0.56136,6.63771,0.32328,0.74596,1.11913,0.89663,0.93716,0.95998,0.88239,0.57509,0.56911,0.49504,0.10696,0.41544,4.88733,0.32226,0.41305,0.96811,0.00660872,0.00660872,0.00660872
163,10386.3,0.55922,6.60836,0.32421,0.74779,1.1157,0.89731,0.93678,0.96007,0.88259,0.57128,0.56602,0.49092,0.10686,0.41503,4.88412,0.32212,0.4124,0.96759,0.00658766,0.00658766,0.00658766
164,10450.7,0.55631,6.59425,0.32614,0.74934,1.11243,0.89656,0.93637,0.95995,0.88196,0.5723,0.56752,0.49103,0.10712,0.41459,4.88208,0.32191,0.41211,0.96709,0.0065666,0.0065666,0.0065666
165,10517.1,0.55935,6.57537,0.32616,0.73642,1.11343,0.89618,0.93682,0.95979,0.882,0.57452,0.5698,0.49311,0.10747,0.4144,4.87934,0.32177,0.41153,0.96655,0.00654553,0.00654553,0.00654553
166,10583.8,0.55149,6.56468,0.32498,0.73026,1.10522,0.89442,0.9381,0.95968,0.88134,0.57444,0.56815,0.49058,0.10762,0.41394,4.87705,0.32167,0.41134,0.96634,0.00652447,0.00652447,0.00652447
167,10649.9,0.5522,6.60526,0.32343,0.7415,1.1116,0.89538,0.93592,0.95942,0.88136,0.57294,0.56684,0.48775,0.10682,0.41358,4.87429,0.32154,0.41099,0.96594,0.0065034,0.0065034,0.0065034
168,10713.9,0.55373,6.63964,0.32518,0.73317,1.11134,0.89454,0.93738,0.95954,0.88174,0.57404,0.56801,0.48856,0.1073,0.41308,4.87236,0.32147,0.41044,0.96547,0.00648234,0.00648234,0.00648234
169,10777.4,0.56104,6.59158,0.32369,0.74148,1.11433,0.89577,0.93465,0.9594,0.88137,0.57447,0.56873,0.49174,0.10781,0.41318,4.87133,0.32136,0.40925,0.96537,0.00646128,0.00646128,0.00646128
170,10846.1,0.55566,6.58795,0.32631,0.73122,1.10935,0.89635,0.93389,0.95955,0.88237,0.57271,0.56344,0.48591,0.10714,0.41331,4.86947,0.32119,0.40815,0.96545,0.00644021,0.00644021,0.00644021
171,10908.9,0.5493,6.58054,0.32587,0.72524,1.1048,0.903,0.92781,0.95992,0.88392,0.57296,0.56362,0.48642,0.10729,0.41326,4.86775,0.3211,0.40821,0.96534,0.00641915,0.00641915,0.00641915
172,10977,0.55303,6.56261,0.32401,0.73167,1.11157,0.90361,0.92745,0.95942,0.88308,0.57649,0.57068,0.49207,0.10797,0.41295,4.86582,0.32101,0.40798,0.96497,0.00639809,0.00639809,0.00639809
173,11038.2,0.56135,6.55122,0.32275,0.73092,1.11369,0.90367,0.92757,0.95943,0.88275,0.57743,0.57069,0.49183,0.10752,0.41292,4.86417,0.32093,0.40763,0.96488,0.00637702,0.00637702,0.00637702
174,11101.7,0.55734,6.58267,0.32357,0.73496,1.11496,0.90319,0.92784,0.95979,0.88419,0.57503,0.56888,0.48976,0.10816,0.4127,4.86306,0.32091,0.40722,0.96474,0.00635596,0.00635596,0.00635596
175,11166.6,0.55688,6.56763,0.3228,0.72634,1.11613,0.90471,0.92688,0.95958,0.88318,0.57711,0.57238,0.4925,0.10807,0.41267,4.86026,0.3208,0.4071,0.96466,0.00633489,0.00633489,0.00633489
176,11230.5,0.55045,6.5367,0.32387,0.73101,1.10614,0.90511,0.9279,0.95958,0.88405,0.57905,0.57405,0.49392,0.10856,0.41229,4.85906,0.32071,0.40675,0.96429,0.00631383,0.00631383,0.00631383
177,11295.9,0.55187,6.54679,0.32375,0.72816,1.10876,0.90476,0.92779,0.95948,0.88365,0.57883,0.57424,0.49338,0.10909,0.41193,4.85705,0.32063,0.40666,0.96395,0.00629277,0.00629277,0.00629277
178,11359.6,0.555,6.55106,0.32342,0.72898,1.11149,0.90472,0.92734,0.95941,0.88345,0.57807,0.57418,0.49521,0.10962,0.41164,4.85517,0.3205,0.40679,0.96377,0.0062717,0.0062717,0.0062717
179,11425.7,0.55476,6.55779,0.31922,0.73376,1.11339,0.90582,0.92555,0.95955,0.88351,0.57782,0.57202,0.49329,0.10945,0.41133,4.8534,0.32044,0.4066,0.9636,0.00625064,0.00625064,0.00625064
180,11490.9,0.55422,6.55993,0.32261,0.7276,1.11366,0.90686,0.92483,0.95943,0.88375,0.58048,0.57519,0.49653,0.1096,0.41106,4.85187,0.32035,0.40644,0.96349,0.00622957,0.00622957,0.00622957
181,11557.4,0.55281,6.54445,0.32333,0.72908,1.11018,0.90693,0.92492,0.95953,0.88362,0.58252,0.57751,0.5001,0.10971,0.41083,4.85104,0.3203,0.40634,0.96319,0.00620851,0.00620851,0.00620851
182,11618.6,0.55702,6.57565,0.32162,0.73852,1.11235,0.90705,0.92502,0.9594,0.88357,0.58382,0.5792,0.50113,0.10983,0.41075,4.84964,0.32025,0.40621,0.96316,0.00618745,0.00618745,0.00618745
183,11681.9,0.56033,6.50171,0.32251,0.7253,1.11638,0.91038,0.92357,0.95923,0.88372,0.58272,0.57767,0.49809,0.10997,0.41057,4.84794,0.32023,0.40592,0.96319,0.00616638,0.00616638,0.00616638
184,11746.3,0.56005,6.51656,0.31919,0.73454,1.11592,0.90976,0.92149,0.95958,0.88404,0.58313,0.57657,0.4981,0.10989,0.41055,4.84647,0.3201,0.40552,0.96318,0.00614532,0.00614532,0.00614532
185,11809.1,0.54642,6.47824,0.32456,0.70446,1.1038,0.91059,0.92072,0.96052,0.88425,0.58391,0.57694,0.50036,0.10986,0.41036,4.84483,0.31998,0.40509,0.963,0.00612426,0.00612426,0.00612426
186,11876.5,0.55524,6.51988,0.32177,0.71394,1.1074,0.91114,0.91941,0.9605,0.88501,0.61331,0.55481,0.49968,0.11085,0.41023,4.84292,0.31994,0.40536,0.96292,0.00610319,0.00610319,0.00610319
187,11939.3,0.55414,6.51486,0.31876,0.7246,1.11261,0.911,0.92037,0.96056,0.88463,0.61727,0.55958,0.50443,0.1113,0.41007,4.84143,0.31987,0.40499,0.96283,0.00608213,0.00608213,0.00608213
188,12002.6,0.54716,6.48466,0.32113,0.70964,1.10659,0.9114,0.92008,0.96042,0.8847,0.61537,0.55536,0.49974,0.11096,0.41002,4.83969,0.31982,0.40466,0.96271,0.00606106,0.00606106,0.00606106
189,12065.5,0.54801,6.493,0.3181,0.72421,1.10685,0.90778,0.92446,0.96049,0.88452,0.61643,0.55488,0.49948,0.11087,0.40992,4.83834,0.31977,0.4044,0.96275,0.00604,0.00604,0.00604
190,12130.1,0.55151,6.49645,0.31987,0.71157,1.11096,0.90809,0.92427,0.9605,0.88446,0.61725,0.55397,0.49838,0.11131,0.40993,4.83738,0.31971,0.4041,0.9627,0.00601894,0.00601894,0.00601894
191,12193.6,0.5453,6.5127,0.3198,0.71447,1.10209,0.90628,0.92575,0.96059,0.88495,0.62233,0.55806,0.50356,0.11189,0.40976,4.83618,0.31965,0.40405,0.96265,0.00599787,0.00599787,0.00599787
192,12257.6,0.54895,6.45685,0.31894,0.70512,1.10557,0.90753,0.9246,0.96077,0.88629,0.6191,0.55478,0.4985,0.11097,0.41009,4.83531,0.31958,0.40373,0.96276,0.00597681,0.00597681,0.00597681
193,12320.8,0.55408,6.51841,0.32033,0.72413,1.11033,0.90732,0.92549,0.96057,0.88551,0.6197,0.55524,0.49993,0.11111,0.40977,4.83316,0.31951,0.4037,0.96262,0.00595574,0.00595574,0.00595574
194,12384.2,0.55618,6.5487,0.32098,0.72161,1.11091,0.90706,0.92608,0.96059,0.88577,0.62152,0.5576,0.50533,0.11102,0.4097,4.83186,0.31943,0.40339,0.96258,0.00593468,0.00593468,0.00593468
195,12451.8,0.54757,6.48551,0.32037,0.71246,1.11435,0.90907,0.92412,0.96045,0.88573,0.6203,0.55634,0.50422,0.11079,0.40956,4.83074,0.3194,0.4031,0.9623,0.00591362,0.00591362,0.00591362
196,12514.7,0.53699,6.41743,0.31841,0.70337,1.10041,0.90955,0.92367,0.96076,0.88583,0.62113,0.55734,0.50583,0.11159,0.40982,4.82965,0.31937,0.40321,0.96247,0.00589255,0.00589255,0.00589255
197,12576.6,0.54462,6.43753,0.32081,0.70749,1.10702,0.91055,0.92215,0.96072,0.88604,0.62049,0.56204,0.50965,0.11168,0.4099,4.82895,0.31936,0.40289,0.9626,0.00587149,0.00587149,0.00587149
198,12639.6,0.54957,6.46035,0.32202,0.71354,1.10567,0.90891,0.92454,0.96074,0.88617,0.62,0.56105,0.50758,0.1115,0.40991,4.828,0.31932,0.40264,0.96259,0.00585043,0.00585043,0.00585043
199,12704.2,0.54038,6.44504,0.32139,0.70349,1.09789,0.90889,0.92449,0.95949,0.88584,0.62358,0.56284,0.51056,0.11238,0.4099,4.82605,0.3193,0.40248,0.96254,0.00582936,0.00582936,0.00582936
200,12767.9,0.54309,6.38958,0.31997,0.69446,1.10302,0.90921,0.92428,0.95972,0.88602,0.62595,0.5628,0.51212,0.11217,0.40989,4.82536,0.31923,0.40206,0.96254,0.0058083,0.0058083,0.0058083
201,12831.4,0.54769,6.43188,0.31577,0.71057,1.10523,0.91121,0.92253,0.95991,0.88587,0.63045,0.56444,0.51437,0.11247,0.4099,4.82433,0.31915,0.40229,0.9624,0.00578723,0.00578723,0.00578723
202,12897.2,0.54872,6.40129,0.31817,0.70176,1.10718,0.91209,0.92245,0.96001,0.88545,0.62686,0.56296,0.51354,0.11269,0.41002,4.82367,0.31908,0.40233,0.96239,0.00576617,0.00576617,0.00576617
203,12959.9,0.54836,6.45501,0.31465,0.71453,1.10457,0.91385,0.91989,0.9601,0.88677,0.62567,0.56119,0.50976,0.1132,0.40977,4.82268,0.31904,0.40224,0.96209,0.00574511,0.00574511,0.00574511
204,13021.2,0.53668,6.45263,0.31724,0.70014,1.09884,0.9137,0.91983,0.96015,0.8866,0.62482,0.56333,0.51172,0.1135,0.40976,4.82139,0.31902,0.40253,0.96196,0.00572404,0.00572404,0.00572404
205,13084.9,0.5452,6.43042,0.31724,0.70005,1.10159,0.9139,0.91899,0.96014,0.886,0.62188,0.5617,0.50813,0.11349,0.40977,4.82094,0.31902,0.40287,0.96189,0.00570298,0.00570298,0.00570298
206,13148.5,0.54666,6.41281,0.31579,0.70671,1.10545,0.91364,0.91884,0.96018,0.88647,0.62631,0.56269,0.51117,0.11405,0.40987,4.81986,0.31898,0.40263,0.96177,0.00568191,0.00568191,0.00568191
207,13213,0.54199,6.45177,0.31873,0.71306,1.10251,0.91134,0.91828,0.96017,0.88481,0.62448,0.5648,0.5124,0.11458,0.40997,4.81919,0.31889,0.4027,0.96185,0.00566085,0.00566085,0.00566085
208,13276.2,0.54076,6.39184,0.31452,0.70633,1.09802,0.91132,0.91828,0.9601,0.88442,0.62627,0.5653,0.51368,0.11383,0.41003,4.81839,0.31878,0.40273,0.96182,0.00563979,0.00563979,0.00563979
209,13342.8,0.54542,6.42249,0.31652,0.70184,1.10491,0.91115,0.91832,0.96053,0.88553,0.62765,0.56752,0.51369,0.11414,0.41001,4.81765,0.31879,0.40266,0.96183,0.00561872,0.00561872,0.00561872
210,13407.6,0.54375,6.44233,0.31879,0.6941,1.1043,0.91089,0.9184,0.96048,0.88507,0.62375,0.56157,0.50975,0.11411,0.40991,4.81566,0.31876,0.40249,0.96189,0.00559766,0.00559766,0.00559766
211,13471,0.54203,6.39184,0.31766,0.70058,1.10284,0.91004,0.91912,0.96058,0.88555,0.63117,0.56663,0.51725,0.11454,0.40977,4.81413,0.31871,0.4025,0.96185,0.0055766,0.0055766,0.0055766
212,13533.1,0.54557,6.40862,0.31817,0.70038,1.10717,0.91512,0.91415,0.96069,0.88629,0.62881,0.56621,0.51679,0.11543,0.4097,4.81352,0.31872,0.40264,0.96184,0.00555553,0.00555553,0.00555553
213,13598.2,0.54202,6.39308,0.31681,0.69842,1.10095,0.91507,0.91449,0.96061,0.88604,0.63156,0.57485,0.5231,0.11595,0.40954,4.81134,0.31869,0.40248,0.96167,0.00553447,0.00553447,0.00553447
214,13662.3,0.53977,6.3945,0.31708,0.6876,1.09981,0.91147,0.91812,0.96035,0.88542,0.63321,0.57061,0.52227,0.116,0.4093,4.80998,0.31866,0.40268,0.96156,0.0055134,0.0055134,0.0055134
215,13726.5,0.54655,6.4006,0.31564,0.71223,1.10681,0.91142,0.91844,0.96027,0.88536,0.63248,0.57039,0.52278,0.11605,0.4093,4.80872,0.31862,0.40241,0.96142,0.00549234,0.00549234,0.00549234
216,13789.3,0.53821,6.36859,0.31954,0.69101,1.09928,0.91125,0.91845,0.96021,0.88543,0.63114,0.56939,0.52203,0.1157,0.40927,4.80752,0.31855,0.40226,0.96151,0.00547128,0.00547128,0.00547128
217,13854.2,0.54047,6.40542,0.31534,0.69337,1.10117,0.91056,0.91867,0.96021,0.88531,0.62767,0.5677,0.51864,0.11574,0.40927,4.80667,0.31846,0.40255,0.96141,0.00545021,0.00545021,0.00545021
218,13922.3,0.53595,6.36196,0.31646,0.68351,1.09556,0.90999,0.91942,0.96028,0.88553,0.63074,0.57149,0.52171,0.11649,0.40916,4.80575,0.31843,0.4022,0.96148,0.00542915,0.00542915,0.00542915
219,13984.9,0.5321,6.36182,0.31621,0.684,1.09466,0.90958,0.92012,0.96035,0.88612,0.63861,0.57382,0.5279,0.11744,0.40903,4.80466,0.31845,0.40213,0.96152,0.00540809,0.00540809,0.00540809
220,14049.7,0.54304,6.37061,0.31478,0.68969,1.10188,0.90936,0.92027,0.96042,0.88571,0.63553,0.57105,0.52613,0.11763,0.40883,4.80284,0.31843,0.40179,0.9614,0.00538702,0.00538702,0.00538702
221,14114.7,0.5384,6.34578,0.31707,0.6852,1.10264,0.91341,0.91755,0.96051,0.88637,0.6298,0.57492,0.52431,0.11739,0.40856,4.80139,0.31837,0.40142,0.96131,0.00536596,0.00536596,0.00536596
222,14177.2,0.54028,6.35962,0.31472,0.69459,1.10366,0.91449,0.91664,0.96036,0.88663,0.6286,0.58065,0.5267,0.11741,0.40858,4.79966,0.31831,0.40106,0.9615,0.00534489,0.00534489,0.00534489
223,14241,0.53457,6.36912,0.31601,0.69699,1.09549,0.91695,0.91494,0.96029,0.88648,0.63458,0.57973,0.52903,0.11789,0.40867,4.79831,0.31831,0.40055,0.96161,0.00532383,0.00532383,0.00532383
224,14309.2,0.53484,6.3323,0.31492,0.68272,1.10005,0.91811,0.91396,0.96041,0.88658,0.62678,0.57789,0.52384,0.11723,0.40832,4.79694,0.31823,0.40044,0.9613,0.00530277,0.00530277,0.00530277
225,14372.8,0.53073,6.34565,0.31465,0.69094,1.09312,0.88909,0.94435,0.96089,0.88679,0.63122,0.57452,0.52354,0.11677,0.40826,4.79569,0.31821,0.3998,0.96122,0.0052817,0.0052817,0.0052817
226,14438.5,0.53184,6.34817,0.31547,0.67244,1.09638,0.88971,0.94423,0.96146,0.88707,0.6288,0.57413,0.5228,0.11687,0.40814,4.79503,0.31816,0.39969,0.96109,0.00526064,0.00526064,0.00526064
227,14505.1,0.53041,6.35192,0.3131,0.68226,1.09578,0.89037,0.94392,0.9613,0.88789,0.63265,0.57658,0.5263,0.11682,0.40783,4.79402,0.3181,0.39932,0.96094,0.00523957,0.00523957,0.00523957
228,14568.9,0.5404,6.35476,0.31366,0.68575,1.10132,0.89057,0.94417,0.961,0.88784,0.63089,0.5753,0.52508,0.11701,0.40795,4.7922,0.31804,0.39901,0.96098,0.00521851,0.00521851,0.00521851
229,14632.6,0.53902,6.29157,0.312,0.68037,1.102,0.89202,0.94217,0.96057,0.88704,0.63093,0.57359,0.52261,0.11663,0.40786,4.79083,0.318,0.39898,0.96097,0.00519745,0.00519745,0.00519745
230,14695.3,0.53312,6.31007,0.31372,0.67841,1.09395,0.89247,0.94183,0.96084,0.88757,0.63505,0.57518,0.52611,0.1174,0.40801,4.78978,0.31793,0.39872,0.96089,0.00517638,0.00517638,0.00517638
231,14768.8,0.52841,6.37504,0.31264,0.68034,1.09327,0.89273,0.94162,0.96112,0.8879,0.63123,0.57328,0.52275,0.11719,0.40806,4.78878,0.31788,0.39868,0.96088,0.00515532,0.00515532,0.00515532
232,14829.8,0.52883,6.30238,0.31348,0.68151,1.09554,0.89274,0.94145,0.96131,0.88797,0.63267,0.57406,0.52395,0.1173,0.40788,4.78697,0.31778,0.39845,0.9607,0.00513426,0.00513426,0.00513426
233,14892.3,0.5323,6.34971,0.31469,0.67823,1.0934,0.89295,0.94142,0.9613,0.88805,0.63566,0.57472,0.52569,0.11744,0.40744,4.78546,0.3177,0.39795,0.96038,0.00511319,0.00511319,0.00511319
234,14955.8,0.53471,6.34563,0.31351,0.68185,1.09708,0.89274,0.94133,0.96149,0.88821,0.63153,0.57427,0.52413,0.11722,0.40733,4.78368,0.31761,0.39812,0.96016,0.00509213,0.00509213,0.00509213
235,15019.3,0.53727,6.35259,0.31329,0.68097,1.10059,0.89305,0.94099,0.96143,0.88822,0.63683,0.5743,0.52512,0.11736,0.40693,4.78237,0.31751,0.39817,0.95979,0.00507106,0.00507106,0.00507106
236,15082.8,0.53824,6.34872,0.31376,0.6901,1.10046,0.89501,0.94067,0.96149,0.88786,0.63503,0.57566,0.52516,0.11795,0.40684,4.7804,0.31743,0.39802,0.95965,0.00505,0.00505,0.00505
237,15150.1,0.52738,6.27726,0.31052,0.6762,1.09703,0.89517,0.94078,0.96232,0.88766,0.63486,0.57597,0.52593,0.11812,0.40662,4.77912,0.31733,0.39795,0.95949,0.00502894,0.00502894,0.00502894
238,15212.7,0.52952,6.28854,0.31114,0.67448,1.09495,0.89532,0.94112,0.96246,0.88755,0.64019,0.57474,0.52627,0.11861,0.40619,4.77754,0.3172,0.39783,0.95917,0.00500787,0.00500787,0.00500787
